Number,Name,ID
481,〖rpg〗demon slayer night vision #3.5k,873215664553361478
482,꒰👻multiverse rp - era clássica₊˚๑,881347131988934706
483,on fire,670467473925210133
484,eternal destiny 永恒 #3.5k,1054818599296041080
485,🎮 jogos e algo+,886395969015517244
486,doom project,1021611772169420820
487,humble pixelmon,828452183662002196
489,gamers brawl,887137495433768970
490,servidor do igor comics,844698004195508274
491,📢 ads divulgações,902223204523843614
492,daynot 404,326111847327465483
493,💸👑 | star rewards #4k,912007946769137665
494,gravity scans,348906060905447424
495,🎉 luhsetraoficial,785617549018660895
496,femboys traps e trans brasil,692275832835538966
497,toca do gato 🐱,809216673802354688
498,webstore #35k,920148299913265213
499,么' ᴛʜᴇ・ᴇᴍᴘɪʀᴇ,708023754315268247
500,🌹・bronzer family #5k,935269199662694461
501,cafeteria expresso,466439635099320350
502,planeta furry,481659634701303838
503,no cap,859442271908266034
504,caramelo club,905607978323935232
505,porão dos packs 🔥,1077702983212605530
506,ecchi aru,387777240601198593
507,tts brasil,102854754450804736
508,𝖇𝖎𝖑𝖆𝖉𝖆,899500078300012544
509,em reforma...,896888719443906580
510,império do bh,940378660563742861
511,ley,925870840636145744
512,gojo studio〢feliz natal,1057459974936199208
513,cantinho👻,712768753288609904
514,o maid cafe,559775262758141953
515,bar do zé,808877381754028062
516,- ̗̀『🌟┇ξ shinobi strikers (naruto/boruto rpg) | 🌟,928152019242471486
517,incandescent society,537720226515779587
518,nsfw show 🔞,1038578399943331930
519,pokéserver brasil,758827309485785118
520,universo da mika,424245949502849034
521,infinity🎄,904794791605325825
522,🎀 希 liga da conexão ❤,1044760954375770243
523,stumble guys brasil,942864108125036544
524,clube da escrita,906328143852359724
525,「 doomsdayy 」,977273330283450478
527,family ofredizin,687835311966912549
528,à venda,752279850588570160
529,🌙 discórdia - animes & games,751511945227665418
530,porão do panda,900384820004274206
531,otakus e descolados 4k,876624133276987402
532,spk store #3k,1080323197414686770
533,shittposti,862385790213160960
535,cenolts,829763675111948339
536,rdg gifs,1061789465686843512
537,império fujin,701252862713397349
538,poeira cósmica 🚀,463385509717082113
541,moon robux community #4k,1050164505683959848
542,🐱- | • pokediversion - park • |,676131465980936197
543,🏨sisters' apartment©,706934766410399756
544,the anime's house (em manutenção),998413816687759361
545,horizon season 3 🔹,762760080285761566
546,🔥orangeknight08🍊,799074690479816716
547,blox market,1153074787829162027
548,between z | brasil,614164208216440872
549,boitatech,304088484228890644
550,tempest pirates #3k,901290970941902889
551,lust,983318822087962665
552,vejam o avisos do server,811129896935620649
553,🐉 complexo da web #4k 🐉,919085928448925736
554,tft br,976315913328529419
555,🪐  space store,1067991095444779020
556,femboy's lovers,978064955792326668
557,dznine lindo,811979420004122644
558,ilha do prazer  ⁵⁰ᵏ,1167074404740632676
559,𝐑𝐞𝐝𝐞 𝐬𝐢𝐠𝐦𝐚,1092216052844343367
560,família bloodline™,879721563098845216
561,kituo 🌺♡,1065432748166234134
562,animes & cats,1051309337181696070
563,geass gaming,796023663065432076
564,o mundo dos sábios,1095763908670791741
566,divulgadores®,731931731329941546
567,cafeteria da bia ☕,744280020293386281
568,aninha nudes 🔥,863491212270108733
569,🎮 facção dos gamers 🎮,818176826303184897
570,cafeteria do love,813341617531519046
573,ttk,807058424109203487
575,九 • last night 🌙 | webamizade e interação 2x sonhos,1049013836092542987
576,universo 404,451474558789222430
577,₪ robux grátis #10k,881893423521595412
578,reverse store,742920940043763723
581,⛩ cantinho dos idiotas ⛩,900523683687329792
582,load comics,735287793000906854
591,hype #3k👑,1033947789572440144
592,blox demon #3k,1071641866195439616
595,societyx 🎄,959243589085462578
596,marketing brasil,1038957286762229850
599,🏆 ©emerald roleplay {pc/android} #4000,841783273969418250
600,sa:mp mods,903347421449424919
601,☀summer zone,915024361843478538
602,ultra anime's - migramos,898391245611749427
603,iniciativa hentão,1017549925011181672
605,the plazza brasil,717696118640607265
610,gaming accounts,1063440608192118836
616,teen wolf 🚀 4v4 #10k,906982491632595026
619,𝙿𝚁𝙾𝙹𝙴𝙲𝚃 𝚇 𝚃𝙴𝙰𝙼,790712394271424523
621,em manutenção | águia roleplay,798896808733966336
622,jardim,806574806447292448
625,pjl shop #3k,853867342949515315
626,pda #3kʰᵒᵗ,1131163131058601987
629,mobreki”s,844087473558650940
630,shit hub,940687628494315520
637,⚡tns community⚡,1038267762163859526
638,dz 3,823995558342688778
643,portal mkg,906997132710527036
646,riot accounts-valorant,904500220983930891
649,❤💙 ᑭett e ᗰimi | ᵒᶠᶜ•,523109593186828298
654,schemaposse,1085407352188043304
664,diskus comics,755927157951430786
669,❄ paraíso otaku 🎄,724581800709718037
682,genius machine (desativado),764669183660130345
684,fabio store,1080263739468697680
685,provedora universal hosting - qualidade + segurança,736669987783180349
688,errejota,1057157257307111504
694,ɢᴀʙʀɪᴇʟ ʟɪᴍᴀ sᴛᴏʀᴇ,1096478870137491456
697,migramos🌸,886653804475473940
699,☕ cafeteria do biel,1043274767102398555
700,𖤐bitter🫀promised,720394519656530070
701,a taverna | erp,912766643728429096
702,chama no link,692769195779293244
703,🔥 🍺 δ ҝ ŧ 🍺 🔥,1106826932043124796
704,raioserver - rpg 🎲,1018957634314973194
705,magic: the gathering arena brasil,442069830388940822
706,syxes ▶,1059617133920788520
708,irmãs a obra sem obra,998954939105681528
709,perdidos no discord®,1007033715970543710
710,artistas 🎨,357954264733188118
711,3 convites = 50$ gift card,729470695880261712
712,duvale,1157553941723217960
714,vo cutuca seu boga,942245856449556571
715,new world sa,1016362568631197746
716,psx central,904803959083004004
717,pinwheel,861313067291115541
718,casinha,759170962691981333
719,𝘾𝙤𝙢𝙪𝙣𝙞𝙙𝙖𝙙𝙚 𝙙𝙖 𝙀𝙣𝙩𝙞𝙙𝙖𝙙𝙚,917812144513380402
720,fenix hype 2.0 - rp | samp,826488634618282014
721,fofos city,765240194643001355
722,seoul roleplay,902004937687445514
723,💢𒁍destrua-se roblox𒌋𒌋𒌋💀,793123281473372200
725,🔞 pattizinha.santos 🔥,1075015167286452264
726,serv ' i n z 🚀,920556888079360041
727,czarskistão,1048416560257183785
728,leao developer,983404983489822780
729,zzz,461730594662121472
730,zona dos amigos | #2k - discord official ©,345619225869811713
731,㊙ dark night 🌙 あ | império night.,705252710613778432
732,🎄ᔕᕼᗩð〇ᗯ ᗯ〇ᖇᒪð🎄,793410942045913139
733,🥨 | divulgação rp/rpg,652180309076475904
734,🔥mago packs #2k,916093825729048627
736,rpg hub,838238731474829322
737,script kiddies' #tka,1086424970281893999
738,web love 4.0,919725340069335081
739,mine city,983129441146396723
741,戊'lost lineage・🌙,1019040259872399420
742,🇳🇱 4v4 da holanda 🇳🇱,883909647449325588
743,conexão host - fechada temporariamente,690429090229911613
744,z̶e̶♞s̶㊭t̷e̷a̷m̷,664261199210217503
745,cantinho do prazer ღ 3k,1048718852873257134
746,universo paralelo,812926553276416020
747,「 🔥 」𝕊𝕙𝕚𝕟𝕠𝕓𝕚 𝕊𝕡𝕚𝕣𝕚𝕥 ┊#2200,800045316086824961
749,𝐷𝑎𝑟𝑘 𝑅𝑜𝑜𝑚,1058755305422458910
750,🧬 umbrella corporation,938142298754154596
751,☪oƭaƙus♤ƈriɲɠɛs☪ #5k,809507759485222954
752,s✨k,1064406899824537691
753,central dos games,872197692816773140
754,migramos!,954457249840005192
755,patricinhas,934298141426085949
758,faixa de gaza roleplay,867877883870314547
759,randolândia,1018710710827618394
760,minacci ©,1004715274324430849
761,techmmunity,784050272263471145
762,♰ gangue 69 ♰,765629163671257099
763,elite guardians,366841894031851525
765,1upsmash - smash bros. brasil,115596871996538884
768,novo império,888168535929532526
770,sexo,760566565501534238
772,allcenter network,693888384262995980
773,👑 bdr 👑,937704332122525846
774,macrebs,889320497244962826
775,delph's loungue,1107055120132362361
776,🌺 school of yumaru [rp],1013844079047618652
778,boteco das puta,1151207811980730460
779,café da amanda,757289521816666252
780,💻 cpu | discord,703034748666380288
785,𝑪𝑯𝑨𝑻 𝑫𝑬𝑺𝑨𝑩𝑨𝑭𝑶,737811865782059039
787,taverna do pônei demoníaco,641101787071250432
789,servidor dos cracudos,795451218209669152
793,☄ .°•ﾟ･ 𝐷𝑟𝑒𝑒𝑚𝑦 𝐶ℎ𝑎𝑚𝑝𝑖𝑜𝑛𝑠 𝑅𝑜𝑙𝑒𝑝𝑙𝑎𝑦 ･ﾟ•°. ☄,981273594963300382
800,sky community,1138179992904286270
806,aleatórios 🧙,893283271092350976
810,bh store,1027747206977036371
812,mercadão | pxg | gla | otp | rots | nto,902225844125192203
813,medley 🌞®,815450434289532928
814,🍬・hospício,807012191903416371
817,𝙕𝙤𝙤𝙢 - 𝙎𝙮𝙨𝙩𝙚𝙢 | #2k,1098014702216421489
818,౨🖌ᰋ﹒ılı 。𝐆arძᥱᥒ 𖦹𝖿 𝐄𝗍ꫀrᥒ᰻𝗍y ︶꒦﹕#2k...,1078557527253467197
819,𝘞𝘏𝘐𝘛𝘌 𝘞𝘖𝘓𝘍 🔱🐺 #2k,1036782636888248320
820,cantinho do tonardo,955592856058331156
821,eterna alpha sports 💔,923732342001000468
822,/fazendinha,955142121113911356
825,《⛩》𝑶𝒌𝒂𝒚𝒂'𝒔 𝑨𝒄𝒂𝒅𝒆𝒎𝒚: 𝑹𝑷,982660051326107699
827,reinado dos estudiosos 👑,798055780204544052
835,🌠 cometa charlotte 星 (servidor fechado),910537243763044382
836,vegas,1172228418985791488
839,rdw 🧸,1000491573596917850
843,kombopvp.net | prison & kitpvp & survival,1126126208082513970
844,mundo do sexo,1060285491729158286
847,sweet kingdom#3k,785085720725159936
849,farm de lol tft fortnite & overwatch,755201015799873586
854,宮殿 virtual palace #25k,999038656885043201
855,amex company,997264568206241802
856,r/transbr,904056418141864016
857,𝑳𝒕 𝑼𝒏𝒊𝒗𝒆𝒓𝒔𝒂𝒍 🌜 #2k,1158496786810413117
858,like roleplay,538833929650831371
859,uwu,920115318582571050
860,união network - #2k,1101480181107015770
861,bee swarm simulator (br/pt),729878767492661308
863,𝙰𝚗𝚊𝚛𝚌𝚑𝚢,881716928140439582
864,friends apartment,712408294387351603
867,reino dos budégas,759600607153094726
871,sus,670951384555716638
873,𝙁𝙡𝙪𝙭𝙭𝙒𝙖𝙫𝙚,719723760697213019
877,guilda dos aventureiros - rpg,805249833505783818
878,resetando [rp] shingeki no kyojin,772404960267599892
880,"masaki マサキ""",749501706076946432
881,ex-machinist club,1044358952760127518
886,king community👑,1059597056999702668
887,ganrond :d,713243764277248030
889,🍆 • café das 69™,839147948238569555
891,谷៸៸ cafeteria™ ☕,790941511914618930
893,sea store🐬#1k,1098461380358713416
894,blox fruits • br,963832363270438982
895,balaclava #2k,879850644708655164
896,litha,788223086994522143
899,👹୨・꒰𝘎𝘳𝘢𝘯𝘥 𝘗𝘪𝘦𝘤𝘦 𝘙𝘱™꒱・ヾ‧₊,932011416242782208
905,gang mamacolouco,872057471492034560
906,𝐂𝐚𝐫𝐢𝐨𝐜𝐚 𝐑𝐨𝐥𝐞𝐩𝐥𝐚𝐲,965454335830024323
908,🇧🇷 crossing & coffee ☕,953320294595063828
909,castle store,593967101090201611
911,頹 gods of paradise™,619353359169748992
912,🎨 united artists | ua off,801870869428961350
914,blacked brasil,1088939355302809600
918,pokéstar #1.8k,922951836649021501
920,vødka,847216162445983774
922,venix store - oficial #2k,964569263593631764
933,𝙈𝙖𝙘𝙧𝙤𝙓,1103122448897019958
934,🍂↳ shinobi war — naruto medieval ゝ 1.3 货₊,949456184719601664
936,willard carroll smith jr.,761892254519918592
938,𝑬𝒏𝒅𝑳𝒆𝒔𝒔 𝑾𝒂𝒓 #2k,925128909387862036
939,mundo dos gatos #2000,1095037438197502012
941,party animals brasil,1035937126015058040
950,天国 celestial heaven,1060211628404113618
951,otaku f*dido,957757847968555018
954,🏆 santarém🏆,819468920682446868
957,☕ tripulação do café #15k,972284486186328134
958,starbuxx #2k,1069454503897726976
962,hospício family,965231796738478160
963,brzinsp_oficial #2k,427137392319922186
964,★彡 [rp] 𝗞𝗻𝘆 𝗟𝘂𝗮 𝗖𝗮𝗿𝗺𝗲𝘀𝗶𝗺 🌕彡★ gen 5 2.0,1062127067342307438
965,império do taki | 👑,833167070153670726
970,'777 🌹,768981769973661696
972,cdp [what to do?],868485747144003634
976,t1zzo store,797585630275043360
978,draconic hunters,887547540004814939
979,nwg - new genesis,1033109596157530163
980,wave-x • clan || sg™,936152181730598953
982,paquera namoro amizade paqueras namorar amizades relacionamento relacionamentos - altair kusanagi br,935634114197999636
983,music,765017419508219914
986,kz community🎄#2k,1145093212353089559
992,pornozão +18,1040241970829860925
994,porão da weeb ❄☃,841459210369105972
995,100 naða,1087000622743687290
996,👑﹐𝐑𝐞𝐚𝐥 𝐏𝐢𝐞𝐜𝐞 : 𝐋𝐨𝐬𝐭 𝐓𝐫𝐞𝐚𝐬𝐮𝐫𝐞﹗,1083572045226455121
999,pouco provável,972180602189152326
1001,iᥴᥱ crᥱᥲ꧑,784537732059758642
1002,❜₊꒰⭐꒱ • 𝘽𝙣𝙝𝙖 • 𝙄𝙣𝙙𝙞𝙫𝙞𝙙𝙪𝙖𝙡 𝙒𝙤𝙧𝙡𝙙 ˚₊,964247348463173652
1003,familia devil™ 😈,957648378358034452
1004,᱖🪐 genshin world⭒◍࣪ 𓈒,929919538093518918
1005,🧬central infinity🧬,925170475460624394
1006,compulsivas,957101561593606164
1007,grama do vizinho (18+),963935292446871642
1008,会 universal gifs' 🚀,711209068278185985
1009,𝐓𝐑𝐎𝐏𝐀 𝐃𝐎 𝐏𝐈𝐓 🥶,772603451388592199
1010,coronel s2,808146026425745418
1011,rage quit,665639253023391764
1012,nortept comunidade,851957117458972682
1013,✨ σmojitopiλ br ✨,478566000737124392
1014,•⁀➷ ･ 🌙 ･ refúgio | #2k,1077828382173167627
1015,e-girls' attic #2k,846202427962425345
1016,愛 - celestie sea,987363677067943956
1017,moon palace,860497431967301652
1018,retrô #1.6k 🍥,1028105841125101628
1019,strawberry’s comunity🍓,1017984241360973844
1021,mineiro flow sv,757692198325321768
1023,asuka's brothel ❤,1042965327937552404
1024,minecraft pe,966434648894898187
1025,𝐀𝐩𝐩𝐞𝐚𝐥𝐬 𝐅𝐫𝐞𝐞,886347807148097577
1026,twitch.tv/furionnzxt,1118640397032374424
1027,anormaly's mm2,1069312663470997514
1028,gdj - grupo de desenvolvimento de jogos,663725371773943828
1029,erp brasil,690805057985183794
1030,💸 jovens milionários 💸,1043193529771507846
1034,infinite majesty — ❄,1066742166245888090
1037,heroes: online br,981716609070694421
1038,🍕| friends of freddy fazbear's pizzeria | fnaf 6 edition 🎤,708762129905483856
1040,💜 lp • mods & store,825416378495270984
1041,copo de leite 🥛,757340238082211970
1042,📢 super divulgações 📢 #800,732361567315820616
1044,𝐏𝐈𝐄𝐂𝐄 𝐃𝐄𝐋𝐈𝐂𝐈𝐀・#2k,842505921313243156
1046,sensuality 2 invite = nuds 🍑,1083900525365436516
1047,rn community,949538160034074724
1048,pomotrem,750798378417389690
1049,mirai translations,603325287832354855
1050,bitbunker,1090364250335228104
1052,hotbanshee heart,960697326282891366
1053,the spades 🔥 | #1k,929437222153887807
1054,løjinha de 1 r3al,1004782551312891954
1055,editors br 🎬,955203502483861514
1056,lost's 7 community,940460592429432884
1057,eternity animes,700057607783579699
1058,server da eshiikk,811027669554036746
1059,brasil conexão apollo #2k,677930081859010597
1060,tbl,1168600146213355614
1061,gacha community,973310010572570696
1062,⾕ animes revival┃#5k 猫,1036750134794518528
1063,🔥 pandes d' monkey #16k,988210433963999282
1065,dying light br #2k,1043245514063364208
1066,recanto dos virgens,838463125526937620
1067,愛 • anime house • ⾕,790222431784009748
1068,[gsps] shop #3k,1154237743954665553
1070,marcos drumom #100k,673150198515499008
1071,the shelter,742463611594604604
